Suburb,State,Postcode
ATHOL PARK,SA,5012
AUBURN,SA,5451
AULDANA,SA,5072
AUSTRALIA PLAINS,SA,5374
AVENUE RANGE,SA,5273
AVOCA DELL,SA,5253
AVON,SA,5501
BACK VALLEY,SA,5211
BAGOT WELL,SA,5373
BAIRD BAY,SA,5671
BAKARA,SA,5354
BAKARA WELL,SA,5354
BALAKLAVA,SA,5461
BALD HILLS,SA,5203
BALDINA,SA,5417
BALGOWAN,SA,5573
BALHANNAH,SA,5242
BALLAST HEAD,SA,5221
BANGHAM,SA,5268
BANGOR,SA,5481
BANKSIA PARK,SA,5091
BARABBA,SA,5460
BARINIA,SA,5453
BARMERA,SA,5345
BARNA,SA,5641
BARNDIOOTA,SA,5434
BAROOTA,SA,5495
BAROSSA GOLDFIELDS,SA,5351
BARUNGA GAP,SA,5520
BASKET RANGE,SA,5138
BAUDIN BEACH,SA,5222
BAY OF SHOALS,SA,5223
BEACHPORT,SA,5280
BEATTY,SA,5320
BEAUFORT,SA,5550
BEAUMONT,SA,5066
BEAUMONTS,SA,5320
BEDFORD PARK,SA,5042
BEETALOO VALLEY,SA,5523
BELAIR,SA,5052
BELALIE EAST,SA,5491
BELALIE NORTH,SA,5491
BELLEVUE HEIGHTS,SA,5050
BELTANA,SA,5730
BELTON,SA,5432
BELVIDERE,SA,5255
BENBOURNIE,SA,5453
BERRI,SA,5343
BETHANY,SA,5352
BETHEL,SA,5373
BEULAH PARK,SA,5067
BEVERLEY,SA,5009
BIBARINGA,SA,5118
BIG BEND,SA,5354
BIGGS FLAT,SA,5153
BILLIATT,SA,5311
BINNUM,SA,5262
BIRCHMORE,SA,5223
BIRDWOOD,SA,5234
BIRKENHEAD,SA,5015
BLACK FOREST,SA,5035
BLACK HILL,SA,5353
BLACK POINT,SA,5571
BLACK ROCK,SA,5431
BLACK SPRINGS,SA,5413
BLACKFELLOWS CAVES,SA,5291
BLACKFELLOWS CREEK,SA,5201
BLACKFORD,SA,5275
BLACKWOOD,SA,5051
BLAIR ATHOL,SA,5084
BLAKEVIEW,SA,5114
BLAKISTON,SA,5250
BLANCHE HARBOR,SA,5700
BLANCHETOWN,SA,5357
BLETCHLEY,SA,5255
BLEWITT SPRINGS,SA,5171
BLINMAN,SA,5730
BLUFF BEACH,SA,5575
BLYTH,SA,5462
BOATSWAIN POINT,SA,5275
BOCKELBERG,SA,5655
BOCONNOC PARK,SA,5453
BOLIVAR,SA,5110
BOLLARDS LAGOON,SA,5731
BOLTO,SA,5238
BON BON,SA,5719
BOOBOROWIE,SA,5417
BOOKPURNONG,SA,5333
BOOL LAGOON,SA,5271
BOOLEROO CENTRE,SA,5482
BOOLGUN,SA,5330
BOONERDO,SA,5633
BOORS PLAIN,SA,5554
BORDERTOWN,SA,5268
BORDERTOWN SOUTH,SA,5268
BORRIKA,SA,5309
BOSTON,SA,5607
BOWDEN,SA,5007
BOWER,SA,5374
BOWHILL,SA,5238
BOWILLIA,SA,5461
BOWMANS,SA,5550
BRADBURY,SA,5153
BRADY CREEK,SA,5381
BRAHMA LODGE,SA,5109
BRAMFIELD,SA,5670
BRAY,SA,5276
BRENDA PARK,SA,5320
BRENTWOOD,SA,5575
BRIDGEWATER,SA,5155
BRIGHT,SA,5381
BRIGHTON,SA,5048
BRIMBAGO,SA,5267
BRINKLEY,SA,5253
BRINKWORTH,SA,5464
BROADVIEW,SA,5083
BROMPTON,SA,5007
BROOKER,SA,5607
BROOKLYN PARK,SA,5032
BROUGHTON RIVER VALLEY,SA,5454
BROWN BEACH,SA,5222
BROWN HILL CREEK,SA,5062
BROWNLOW,SA,5374
BROWNLOW KI,SA,5223
BRUCE,SA,5433
BRUKUNGA,SA,5252
BUCHANAN,SA,5374
BUCHFELDE,SA,5118
BUCKINGHAM,SA,5270
BUCKLAND PARK,SA,5120
BUCKLEBOO,SA,5641
BUGLE HUT,SA,5311
BUGLE RANGES,SA,5251
BULL CREEK,SA,5157
BUMBUNGA,SA,5520
BUNBURY,SA,5266
BUNDALEER GARDENS,SA,5491
BUNDALEER NORTH,SA,5491
BUNDEY,SA,5320
BUNGAMA,SA,5540
BUNGAREE,SA,5464
BURDETT,SA,5253
BURNSFIELD,SA,5520
BURNSIDE,SA,5066
BURRA,SA,5417
BURRA EASTERN DISTRICTS,SA,5417
BURRUNGULE,SA,5291
BURTON,SA,5110
BUTE,SA,5560
BUTLER,SA,5605
CADELL,SA,5321
CADGEE,SA,5271
CALCA,SA,5671
CALIPH,SA,5310
CALLINGTON,SA,5254
CALOMBA,SA,5501
CALOOTE,SA,5254
CALTOWIE,SA,5490
CALTOWIE NORTH,SA,5490
CALTOWIE WEST,SA,5490
CAMBRAI,SA,5353
CAMDEN PARK,SA,5038
CAMPBELLTOWN,SA,5074
CAMPOONA,SA,5640
CANNAWIGARA,SA,5268
CANOWIE,SA,5419
CANOWIE BELT,SA,5420
CANUNDA,SA,5280
CAPE BORDA,SA,5223
CAPE DOUGLAS,SA,5291
CAPE JAFFA,SA,5275
CAPE JERVIS,SA,5204
CARALUE,SA,5641
CARAWA,SA,5680
CARCUMA,SA,5301
CAREW,SA,5270
CAREY GULLY,SA,5144
CAROLINE,SA,5291
CARPENTER ROCKS,SA,5291
CARRICKALINGA,SA,5204
CARRIETON,SA,5432
CASSINI,SA,5223
CASTAMBUL,SA,5076
CAURNAMONT,SA,5238
CAVAN,SA,5094
CAVENAGH,SA,5422
CAVETON,SA,5291
CEDUNA,SA,5690
CEDUNA WATERS,SA,5690
CHAFFEY,SA,5341
CHAIN OF PONDS,SA,5231
CHANDADA,SA,5680
CHANDLERS HILL,SA,5159
CHAPEL HILL,SA,5153
CHAPMAN BORE,SA,5253
CHARLESTON,SA,5244
CHARLTON GULLY,SA,5607
CHARRA,SA,5690
CHELTENHAM,SA,5014
CHERRY GARDENS,SA,5157
CHERRYVILLE,SA,5134
CHILPENUNDA,SA,5660
CHINAMAN WELLS,SA,5573
CHINBINGINA,SA,5680
CHOWILLA,SA,5341
CHRISTIE DOWNS,SA,5164
CHRISTIES BEACH,SA,5165
CLAPHAM,SA,5062
CLARE,SA,5453
CLARENCE GARDENS,SA,5039
CLARENCE PARK,SA,5034
CLARENDON,SA,5157
CLAY WELLS,SA,5280
CLAYPANS,SA,5238
CLAYTON BAY,SA,5256
CLEARVIEW,SA,5085
CLELAND,SA,5152
CLEMENTS GAP,SA,5523
CLEVE,SA,5640
CLIFTON HILLS STATION,SA,5733
CLINTON,SA,5570
CLINTON CENTRE,SA,5570
CLOVELLY PARK,SA,5042
COBDOGLA,SA,5346
COCATA,SA,5654
COCKALEECHIE,SA,5631
COCKATOO VALLEY,SA,5351
COCKBURN,SA,5440
COFFIN BAY,SA,5607
COLEBATCH,SA,5266
COLES,SA,5272
COLLEGE PARK,SA,5069
COLLEY,SA,5671
COLLINSFIELD,SA,5555
COLLINSVILLE,SA,5418
COLLINSWOOD,SA,5081
COLONEL LIGHT GARDENS,SA,5041
COLTON,SA,5670
COMAUM,SA,5277
COMMISSARIAT POINT,SA,5700
COMPTON,SA,5291
CONCORDIA,SA,5118
CONDOWIE,SA,5464
CONMURRA,SA,5272
COOBER PEDY,SA,5723
COOBOWIE,SA,5583
COOKE PLAINS,SA,5261
COOLILLIE,SA,5670
COOLTONG,SA,5341
COOMANDOOK,SA,5261
COOMBE,SA,5267
COOMOOROO,SA,5431
COOMUNGA,SA,5607
COONALPYN,SA,5265
COONAMIA,SA,5540
COONAWARRA,SA,5263
COORONG,SA,5264
COOTRA,SA,5650
COPEVILLE,SA,5308
COPLEY,SA,5732
CORNY POINT,SA,5575
COROMANDEL EAST,SA,5157
COROMANDEL VALLEY,SA,5051
CORTLINYE,SA,5641
CORUNNA STATION,SA,5715
COULTA,SA,5607
COWANDILLA,SA,5033
COWELL,SA,5602
COWIRRA,SA,5238
CRADOCK,SA,5432
CRAFERS,SA,5152
CRAFERS WEST,SA,5152
CRAIGBURN FARM,SA,5051
CRAIGMORE,SA,5114
CRESCENT,SA,5341
CROMER,SA,5235
CROSS ROADS,SA,5558
CROYDON,SA,5008
CROYDON PARK,SA,5008
CRYSTAL BROOK,SA,5523
CUDLEE CREEK,SA,5232
CULBURRA,SA,5261
CULTANA,SA,5600
CUMBERLAND PARK,SA,5041
CUMMINS,SA,5631
CUNGENA,SA,5660
CUNLIFFE,SA,5554
CUNNINGHAM,SA,5571
CUNYARIE,SA,5641
CURRAMULKA,SA,5580
CURRENCY CREEK,SA,5214
CUSTON,SA,5269
CUTTLEFISH BAY,SA,5222
CYGNET RIVER,SA,5223
D'ESTREES BAY,SA,5223
DALKEY,SA,5461
DANGGALI,SA,5417
DARKE PEAK,SA,5642
DARLINGTON,SA,5047
DAVENPORT,SA,5700
DAVEYSTON,SA,5355
DAVOREN PARK,SA,5113
DAW PARK,SA,5041
DAWESLEY,SA,5252
DAWSON,SA,5422
DE MOLE RIVER,SA,5223
DEEP CREEK,SA,5204
DEEPWATER,SA,5266
DELAMERE,SA,5204
DENIAL BAY,SA,5690
DERNANCOURT,SA,5075
DEVLINS POUND,SA,5330
DEVON PARK,SA,5008
DINGABLEDINGA,SA,5172
DIREK,SA,5110
DISMAL SWAMP,SA,5291
DONOVANS,SA,5291
DORSET VALE,SA,5157
DOVER GARDENS,SA,5048
DOWLINGVILLE,SA,5571
DRY CREEK,SA,5094
DUBLIN,SA,5501
DUCK PONDS,SA,5607
DUDLEY EAST,SA,5222
DUDLEY PARK,SA,5008
DUDLEY WEST,SA,5222
DULWICH,SA,5065
DUNCAN,SA,5223
DUTTON,SA,5356
DUTTON EAST,SA,5356
EAST MOONTA,SA,5558
EASTWOOD,SA,5063
EBA,SA,5320
EBA ANCHORAGE,SA,5680
EBENEZER,SA,5355
ECHUNGA,SA,5153
EDEN HILLS,SA,5050
EDEN VALLEY,SA,5235
EDILLILIE,SA,5630
EDINBURGH,SA,5111
EDINBURGH NORTH,SA,5113
EDITHBURGH,SA,5583
EDWARDSTOWN,SA,5039
EIGHT MILE CREEK,SA,5291
ELIZABETH,SA,5112
ELIZABETH DOWNS,SA,5113
ELIZABETH EAST,SA,5112
ELIZABETH GROVE,SA,5112
ELIZABETH NORTH,SA,5113
ELIZABETH PARK,SA,5113
ELIZABETH SOUTH,SA,5112
ELIZABETH VALE,SA,5112
ELLISTON,SA,5670
ELWOMPLE,SA,5260
EMU BAY,SA,5223
EMU DOWNS,SA,5381
EMU FLAT,SA,5453
ENCOUNTER BAY,SA,5211
ENFIELD,SA,5085
ERINDALE,SA,5066
ERITH,SA,5461
ERSKINE,SA,5422
ETHELTON,SA,5015
ETTRICK,SA,5253
EUDUNDA,SA,5374
EURELIA,SA,5431
EUROMINA,SA,5454
EVANDALE,SA,5069
EVANSTON,SA,5116
EVANSTON GARDENS,SA,5116
EVANSTON PARK,SA,5116
EVANSTON SOUTH,SA,5116
EVERARD CENTRAL,SA,5461
EVERARD PARK,SA,5035
EXETER,SA,5019
FAIRVIEW PARK,SA,5126
FARAWAY HILL,SA,5417
FARINA,SA,5733
FARRELL FLAT,SA,5416
FELIXSTOW,SA,5070
FERRYDEN PARK,SA,5010
FIELD,SA,5265
FINDON,SA,5023
FINNISS,SA,5255
FIRLE,SA,5070
FISCHER,SA,5502
FISHER,SA,5354
FISHERMAN BAY,SA,5522
FITZROY,SA,5082
FIVE MILES,SA,5238
FLAGSTAFF HILL,SA,5159
FLAXLEY,SA,5153
FLAXMAN VALLEY,SA,5235
FLINDERS CHASE,SA,5223
FLINDERS PARK,SA,5025
FLINDERS RANGES,SA,5434
FLORINA STATION,SA,5440
FORDS,SA,5373
FOREST RANGE,SA,5139
FORESTVILLE,SA,5035
FORRESTON,SA,5233
FORSTER,SA,5238
FOUL BAY,SA,5577
FOUNTAIN,SA,5607
FOWLERS BAY,SA,5690
FOX,SA,5272
FRAHNS,SA,5238
FRANCES,SA,5262
FRANKLYN,SA,5421
FRANKTON,SA,5374
FRAYVILLE,SA,5238
FREELING,SA,5372
FREWVILLE,SA,5063
FULHAM,SA,5024
FULHAM GARDENS,SA,5024
FULLARTON,SA,5063
FURNER,SA,5280
GALGA,SA,5308
GAMMON RANGES,SA,5732
GARDEN ISLAND,SA,5960
GAWLER,SA,5118
GAWLER BELT,SA,5118
GAWLER EAST,SA,5118
GAWLER RANGES,SA,5717
GAWLER RIVER,SA,5118
GAWLER SOUTH,SA,5118
GAWLER WEST,SA,5118
GEMMELLS,SA,5255
GEORGETOWN,SA,5472
GEPPS CROSS,SA,5094
GERANIUM,SA,5301
GERANIUM PLAINS,SA,5381
GERARD,SA,5343
GERMAN CREEK,SA,5291
GERMAN FLAT,SA,5280
GERMEIN BAY,SA,5495
GIDGEALPA,SA,5731
GIFFORD HILL,SA,5253
GILBERTON,SA,5081
GILES CORNER,SA,5411
GILLENTOWN,SA,5453
GILLES PLAINS,SA,5086
GILLMAN,SA,5013
GLADSTONE,SA,5473
GLANDORE,SA,5037
GLANVILLE,SA,5015
GLEN OSMOND,SA,5064
GLENALTA,SA,5052
GLENBURNIE,SA,5291
GLENCOE,SA,5291
GLENDAMBO,SA,5719
GLENELG,SA,5045
GLENELG EAST,SA,5045
GLENELG NORTH,SA,5045
GLENELG SOUTH,SA,5045
GLENGOWRIE,SA,5044
GLENROY,SA,5277
GLENSIDE,SA,5065
GLENUNGA,SA,5064
GLOBE DERBY PARK,SA,5110
GLOSSOP,SA,5344
GLYNDE,SA,5070
GOLDEN GROVE,SA,5125
GOLDEN HEIGHTS,SA,5322
GOMERSAL,SA,5352
GOOD HOPE LANDING,SA,5330
GOODWOOD,SA,5034
GOOLWA,SA,5214
GOOLWA BEACH,SA,5214
GOOLWA NORTH,SA,5214
GOOLWA SOUTH,SA,5214
GOSSE,SA,5223
GOULD CREEK,SA,5114
GOYDER,SA,5461
GRACE PLAINS,SA,5502
GRANGE,SA,5022
GREEN FIELDS,SA,5107
GREEN HILLS RANGE,SA,5153
GREEN PATCH,SA,5607
GREENACRES,SA,5086
GREENHILL,SA,5140
GREENOCK,SA,5360
GREENWAYS,SA,5272
GREENWITH,SA,5125
GULFVIEW HEIGHTS,SA,5096
GULNARE,SA,5471
GUM CREEK,SA,5417
GUMERACHA,SA,5233
GURRA GURRA,SA,5343
HACKHAM,SA,5163
HACKHAM WEST,SA,5163
HACKLINS CORNER,SA,5454
HACKNEY,SA,5069
HAHNDORF,SA,5245
HAINES,SA,5223
HALBURY,SA,5461
HALIDON,SA,5309
HALLELUJAH HILLS,SA,5381
HALLETT,SA,5419
HALLETT COVE,SA,5158
HAMBIDGE,SA,5642
HAMILTON,SA,5373
HAMLEY,SA,5558
HAMLEY BRIDGE,SA,5401
HAMMOND,SA,5431
HAMPDEN,SA,5374
HAMPSTEAD GARDENS,SA,5086
HANSBOROUGH,SA,5374
HANSON,SA,5417
HAPPY VALLEY,SA,5159
HARDWICKE BAY,SA,5575
HARDY,SA,5422
HARROGATE,SA,5244
HART,SA,5464
HARTLEY,SA,5255
HASLAM,SA,5680
HATHERLEIGH,SA,5280
HAWKER,SA,5434
HAWSON,SA,5607
HAWTHORN,SA,5062
HAWTHORNDENE,SA,5051
HAY FLAT,SA,5204
HAY VALLEY,SA,5252
HAYBOROUGH,SA,5211
HAZELWOOD PARK,SA,5066
HEATHFIELD,SA,5153
HEATHPOOL,SA,5068
HECTORVILLE,SA,5073
HENDON,SA,5014
HENLEY BEACH,SA,5022
HENLEY BEACH SOUTH,SA,5022
HEWETT,SA,5118
HIGHBURY,SA,5089
HIGHGATE,SA,5063
HIGHLAND VALLEY,SA,5255
HILL RIVER,SA,5453
HILLBANK,SA,5112
HILLCREST,SA,5086
HILLIER,SA,5116
HILLTOWN,SA,5455
HILTON,SA,5033
HINCKS,SA,5603
HINDMARSH,SA,5007
HINDMARSH ISLAND,SA,5214
HINDMARSH TIERS,SA,5202
HINDMARSH VALLEY,SA,5211
HOLDEN HILL,SA,5088
HOLDER,SA,5330
HOLDER SIDING,SA,5330
HONITON,SA,5576
HOPE FOREST,SA,5172
HOPE GAP,SA,5555
HOPE VALLEY,SA,5090
HORNSDALE,SA,5491
HORSNELL GULLY,SA,5141
HOSKIN CORNER,SA,5461
HOUGHTON,SA,5131
HOVE,SA,5048
HOYLETON,SA,5453
HUDDLESTON,SA,5523
HUMBUG SCRUB,SA,5114
HUNTFIELD HEIGHTS,SA,5163
HYDE PARK,SA,5061
HYNAM,SA,5262
INGLE FARM,SA,5098
INGLEWOOD,SA,5133
INGOMAR,SA,5723
INKERMAN,SA,5550
INKSTER,SA,5680
INMAN VALLEY,SA,5211
INNAMINCKA,SA,5731
INNESTON,SA,5577
IRON KNOB,SA,5601
IRONBANK,SA,5153
IRONSTONE,SA,5222
ISLAND BEACH,SA,5222
ISLAND LAGOON,SA,5713
IWANTJA,SA,5724
JABUK,SA,5301
JAMES WELL,SA,5571
JAMESTOWN,SA,5491
JAMIESON,SA,5640
JERICHO,SA,5554
JERUSALEM,SA,5554
JERVOIS,SA,5259
JOANNA,SA,5271
JOHNBURGH,SA,5431
JOSLIN,SA,5070
JULANKA HOLDINGS,SA,5238
JULIA,SA,5374
JUPITER CREEK,SA,5153
KADINA,SA,5554
KAINTON,SA,5552
KALAMURINA,SA,5734
KALANBI,SA,5690
KALANGADOO,SA,5278
KALBEEBA,SA,5118
KALDOONERA,SA,5655
KALKA,SA,872
KALLORA,SA,5550
KALTJITI,SA,872
KANGARILLA,SA,5157
KANGAROO FLAT,SA,5118
KANGAROO HEAD,SA,5222
KANGAROO INN,SA,5280
KANMANTOO,SA,5252
KANNI,SA,5330
KANPI,SA,872
KANYAKA,SA,5434
KAPINNIE,SA,5632
KAPPAWANTA,SA,5670
KAPUNDA,SA,5373
KARATTA,SA,5223
KARCULTABY,SA,5654
KARKOO,SA,5632
KAROONDA,SA,5307
KARTE,SA,5304
KATARAPKO,SA,5343
KEILIRA,SA,5275
KEITH,SA,5267
KELLIDIE BAY,SA,5607
KELLY,SA,5641
KENSINGTON,SA,5068
KENSINGTON GARDENS,SA,5068
KENSINGTON PARK,SA,5068
KENT TOWN,SA,5067
KENTON VALLEY,SA,5233
KEPA,SA,5259
KEPPOCH,SA,5271
KERSBROOK,SA,5231
KESWICK,SA,5035
KESWICK TERMINAL,SA,5035
KEYNETON,SA,5353
KI KI,SA,5261
KIANA,SA,5607
KIDMAN PARK,SA,5025
KIELPA,SA,5642
KILBURN,SA,5084
KILKENNY,SA,5009
KIMBA,SA,5641
KINGOONYA,SA,5719
KINGS PARK,SA,5034
KINGSCOTE,SA,5223
KINGSFORD,SA,5118
KINGSTON ON MURRAY,SA,5331
KINGSTON PARK,SA,5049
KINGSTON SE,SA,5275
KINGSWOOD,SA,5062
KLEMZIG,SA,5087
KOHINOOR,SA,5223
KOKATHA,SA,5717
KOLENDO,SA,5717
KONGAL,SA,5270
KONGORONG,SA,5291
KOOLGERA,SA,5661
KOOLUNGA,SA,5464
KOOLYWURTIE,SA,5575
KOONGAWA,SA,5650
KOONIBBA,SA,5690
KOONOONA,SA,5417
KOONUNGA,SA,5373
KOORINE,SA,5279
KOOROONA,SA,5558
KOPPAMURRA,SA,5271
KOPPIO,SA,5607
KORUNYE,SA,5502
KRINGIN,SA,5304
KRONDORF,SA,5352
KRONGART,SA,5278
KUDLA,SA,5115
KUITPO,SA,5201
KUITPO COLONY,SA,5172
KULPARA,SA,5552
KURRALTA PARK,SA,5037
KYANCUTTA,SA,5651
KYBUNGA,SA,5453
KYBYBOLITE,SA,5262
KYEEMA,SA,5172
LAFFER,SA,5267
LAKE ALBERT,SA,5259
LAKE ALEXANDRINA,SA,5259
LAKE CARLET,SA,5238
LAKE EVERARD,SA,5717
LAKE EYRE,SA,5720
LAKE FROME,SA,5440
LAKE GAIRDNER,SA,5717
LAKE GILLES,SA,5600
LAKE MACFARLANE,SA,5717
LAKE PLAINS,SA,5255
LAKE TORRENS,SA,5713
LAKE VIEW,SA,5555
LAMEROO,SA,5302
LANGHORNE CREEK,SA,5255
LANGS LANDING,SA,5353
LARGS BAY,SA,5016
LARGS NORTH,SA,5016
LAURA,SA,5480
LAURA BAY,SA,5680
LAURIE PARK,SA,5271
LEABROOK,SA,5068
LEASINGHAM,SA,5452
LEAWOOD GARDENS,SA,5150
LEIGH CREEK,SA,5731
LEIGHTON,SA,5417
LENSWOOD,SA,5240
LEWISTON,SA,5501
LIGHT PASS,SA,5355
LINCOLN GAP,SA,5715
LINCOLN NATIONAL PARK,SA,5607
LINDEN PARK,SA,5065
LINDLEY,SA,5320
LINWOOD,SA,5410
LIPSON,SA,5607
LITTLE DOUGLAS,SA,5607
LITTLEHAMPTON,SA,5250
LOBETHAL,SA,5241
LOCHABER,SA,5271
LOCHIEL,SA,5510
LOCK,SA,5633
LOCKLEYS,SA,5032
LONG FLAT,SA,5253
LONG PLAINS,SA,5501
LONGWOOD,SA,5153
LONSDALE,SA,5158
LOUTH BAY,SA,5607
LOVEDAY,SA,5345
LOWAN VALE,SA,5268
LOWBANK,SA,5330
LOWER BROUGHTON,SA,5540
LOWER HERMITAGE,SA,5131
LOWER INMAN VALLEY,SA,5211
LOWER LIGHT,SA,5501
LOWER MITCHAM,SA,5062
LOXTON,SA,5333
LOXTON NORTH,SA,5333
LUCINDALE,SA,5272
LUCKY BAY,SA,5602
LYNDHURST,SA,5733
LYNDOCH,SA,5351
LYNTON,SA,5062
LYRUP,SA,5343
MAAOUPE,SA,5277
MACCLESFIELD,SA,5153
MACDONALD PARK,SA,5121
MACGILLIVRAY,SA,5223
MAGAREY,SA,5280
MAGDALA,SA,5400
MAGGEA,SA,5311
MAGILL,SA,5072
MAHANEWO,SA,5717
MAITLAND,SA,5573
MAKIN,SA,5267
MALINONG,SA,5259
MALLALA,SA,5502
MALPAS,SA,5311
MALTEE,SA,5690
MALVERN,SA,5061
MAMBRAY CREEK,SA,5495
MANGALO,SA,5602
MANNA HILL,SA,5440
MANNANARIE,SA,5422
MANNINGHAM,SA,5086
MANNUM,SA,5238
MANOORA,SA,5414
MANSFIELD PARK,SA,5012
MANTUNG,SA,5308
MARAMA,SA,5307
MARANANGA,SA,5355
MARBLE HILL,SA,5137
MARCOLLAT,SA,5271
MARDEN,SA,5070
MARINO,SA,5049
MARION,SA,5043
MARION BAY,SA,5575
MARKARANKA,SA,5330
MARKS LANDING,SA,5354
MARLA,SA,5724
MARLESTON,SA,5033
MAROLA,SA,5464
MARRABEL,SA,5413
MARREE,SA,5733
MARRYATVILLE,SA,5068
MARYVALE,SA,5680
MASLIN BEACH,SA,5170
MATTA FLAT,SA,5554
MAUDE,SA,5320
MAWSON LAKES,SA,5095
MAYFIELD,SA,5454
MAYLANDS,SA,5069
MCBEAN POUND,SA,5357
MCCALLUM,SA,5267
MCCRACKEN,SA,5211
MCHARG CREEK,SA,5157
MCLAREN FLAT,SA,5171
MCLAREN VALE,SA,5171
MEADOWS,SA,5201
MEDINDIE,SA,5081
MEDINDIE GARDENS,SA,5081
MELROSE,SA,5483
MELROSE PARK,SA,5039
MELTON,SA,5552
MELTON STATION,SA,5440
MENINGIE,SA,5264
MENINGIE EAST,SA,5264
MENINGIE WEST,SA,5259
MENZIES,SA,5223
MERCUNDA,SA,5308
MERGHINY,SA,5690
MERIBAH,SA,5311
MERRITON,SA,5523
MIDDLE BEACH,SA,5501
MIDDLE RIVER,SA,5223
MIDDLEBACK RANGE,SA,5600
MIDDLETON,SA,5213
MIDGEE,SA,5602
MIL-LEL,SA,5291
MILANG,SA,5256
MILE END,SA,5031
MILE END SOUTH,SA,5031
MILENDELLA,SA,5237
MILLBROOK,SA,5231
MILLICENT,SA,5280
MILLSWOOD,SA,5034
MILTALIE,SA,5602
MIMILI,SA,872
MINBRIE,SA,5602
MINBURRA,SA,5431
MINDARIE,SA,5309
MINGARY,SA,5440
MINGBOOL,SA,5291
MINLATON,SA,5575
MINNIPA,SA,5654
MINTARO,SA,5415
MINVALARA,SA,5422
MIRANDA,SA,5700
MITCHAM,SA,5062
MITCHELL,SA,5632
MITCHELL PARK,SA,5043
MITCHELLVILLE,SA,5602
MOANA,SA,5169
MOBILONG,SA,5253
MOCULTA,SA,5353
MODBURY,SA,5092
MODBURY HEIGHTS,SA,5092
MODBURY NORTH,SA,5092
MOERLONG,SA,5278
MONARTO,SA,5254
MONARTO SOUTH,SA,5254
MONASH,SA,5342
MONBULLA,SA,5277
MONGOLATA,SA,5417
MONTACUTE,SA,5134
MONTARRA,SA,5172
MONTEITH,SA,5253
MOOCKRA,SA,5432
MOODY,SA,5607
MOONAREE,SA,5717
MOONTA,SA,5558
MOONTA BAY,SA,5558
MOONTA MINES,SA,5558
MOORAK,SA,5291
MOORLANDS,SA,5301
MOOROOK,SA,5332
MOOROOK SOUTH,SA,5332
MOPPA,SA,5355
MORCHARD,SA,5431
MORGAN,SA,5320
MORN HILL,SA,5371
MORPHETT VALE,SA,5162
MORPHETTS FLAT,SA,5320
MORPHETTVILLE,SA,5043
MORTANA,SA,5671
MOSELEY,SA,5641
MOSQUITO HILL,SA,5214
MOUNT BARKER,SA,5251
MOUNT BARKER JUNCTION,SA,5251
MOUNT BARKER SPRINGS,SA,5251
MOUNT BARKER SUMMIT,SA,5251
MOUNT BENSON,SA,5275
MOUNT BRYAN,SA,5418
MOUNT BRYAN EAST,SA,5419
MOUNT BURR,SA,5279
MOUNT CHARLES,SA,5267
MOUNT CLARENCE STATION,SA,5723
MOUNT COMPASS,SA,5210
MOUNT COOPER,SA,5671
MOUNT CRAWFORD,SA,5351
MOUNT DAMPER,SA,5654
MOUNT DRUMMOND,SA,5607
MOUNT DUTTON BAY,SA,5607
MOUNT EBA,SA,5723
MOUNT GAMBIER,SA,5290
MOUNT GEORGE,SA,5155
MOUNT HOPE,SA,5607
MOUNT JAGGED,SA,5211
MOUNT JOY,SA,5670
MOUNT LIGHT,SA,5271
MOUNT MAGNIFICENT,SA,5210
MOUNT MARY,SA,5374
MOUNT MCINTYRE,SA,5279
MOUNT MCKENZIE,SA,5353
MOUNT OBSERVATION,SA,5255
MOUNT OSMOND,SA,5064
MOUNT PLEASANT,SA,5235
MOUNT SCHANK,SA,5291
MOUNT SERLE,SA,5731
MOUNT TEMPLETON,SA,5461
MOUNT TORRENS,SA,5244
MOUNT WEDGE,SA,5670
MOUNT WILLOUGHBY,SA,5723
MOYHALL,SA,5271
MUDAMUCKLA,SA,5680
MULGUNDAWA,SA,5255
MULLAQUANA,SA,5601
MUNDALLIO,SA,5700
MUNDIC CREEK,SA,5340
MUNDOO ISLAND,SA,5214
MUNDOORA,SA,5555
MUNDULLA,SA,5270
MUNDULLA WEST,SA,5270
MUNGERANIE,SA,5733
MUNNO PARA,SA,5115
MUNNO PARA DOWNS,SA,5115
MUNNO PARA WEST,SA,5115
MURBKO,SA,5320
MURDINGA,SA,5607
MURLONG,SA,5642
MURNINNIE BEACH,SA,5601
MURPUTJA,SA,872
MURRAWONG,SA,5253
MURRAY BRIDGE,SA,5253
MURRAY BRIDGE EAST,SA,5253
MURRAY BRIDGE NORTH,SA,5253
MURRAY BRIDGE SOUTH,SA,5253
MURRAY TOWN,SA,5481
MURTHO,SA,5340
MUSTON,SA,5221
MYLOR,SA,5153
MYPOLONGA,SA,5254
MYPONGA,SA,5202
MYPONGA BEACH,SA,5202
MYRTLE BANK,SA,5064
NACKARA,SA,5440
NADIA,SA,5690
NAIDIA,SA,5354
NAILSWORTH,SA,5083
NAIN,SA,5360
NAIRNE,SA,5252
NALYAPPA,SA,5558
NANGKITA,SA,5210
NANGWARRY,SA,5277
NANTAWARRA,SA,5550
NAPPERBY,SA,5540
NARACOORTE,SA,5271
NARRIDY,SA,5523
NARRUNG,SA,5259
NATURI,SA,5259
NEALES FLAT,SA,5374
NECTAR BROOK,SA,5495
NELSHABY,SA,5540
